latitude,longitude,mean_solar_incidence_kwh_m2_per_hour,rank
45.8,7.8,2.090088494180328,90
46.3,10.2,2.0898441534153003,91
46.5,8.2,2.0884136906557376,92
45.7,6.9,2.0882866122131145,93
46.1,7.4,2.0868329486338797,94
46.5,8.3,2.0857399620491806,95
46.3,8.0,2.0851445492622953,96
46.3,7.8,2.0844947177322406,97
46.5,9.6,2.0810364457650277,98
46.4,8.2,2.080530401010929,99
45.8,6.9,2.080371176912568,100
47.0,10.7,2.07991473636612,101
45.8,7.9,2.0793133557923498,102
46.2,10.4,2.0792097100273224,103
45.7,7.0,2.0789242521311473,104
45.8,7.0,2.078447209590164,105
45.7,6.7,2.078440987431694,106
46.2,7.6,2.077570092923497,107
46.9,10.4,2.077378184699454,108
46.4,8.3,2.076957575409836,109
46.2,10.6,2.076615315300547,110
46.3,8.1,2.0757842963934428,111
46.2,8.2,2.0757430683060107,112
46.6,9.7,2.075548438907104,113
46.5,8.1,2.075547836557377,114
45.8,6.8,2.0745238468579235,115
46.5,8.4,2.074292507814208,116
46.8,10.0,2.0740313831420765,117
46.3,10.1,2.0739548571311475,118
46.4,9.7,2.073154089863388,119
46.0,8.1,2.0728736334153006,120
46.3,8.2,2.0720040734153007,121
46.0,7.2,2.0697544021038254,122
46.3,7.7,2.0695015828961747,123
46.3,10.0,2.069226449726776,124
45.7,7.1,2.0682651324590164,125
46.4,8.1,2.0682619083606557,126
45.8,7.1,2.0679149719945356,127
46.4,7.9,2.067340266174863,128
46.3,8.3,2.0669438902459016,129
46.3,9.9,2.0661868684153006,130
45.9,7.0,2.065713115901639,131
45.8,7.4,2.0653164016666667,132
45.9,7.1,2.064195981830601,133
45.9,7.2,2.0639424247267764,134
46.9,10.3,2.0634065905191252,135
46.5,8.0,2.062688893387978,136
45.8,8.0,2.0620937403005466,137
46.4,8.0,2.0615327306010927,138
46.5,8.5,2.060600205327869,139
46.2,7.5,2.060595763579235,140
46.4,7.8,2.0604682503551914,141
45.9,6.9,2.0604574507103828,142
46.7,9.8,2.0595173891530054,143
46.4,8.4,2.0592440925136613,144
46.3,9.8,2.058349408907104,145
45.8,6.7,2.057791416939891,146
46.2,10.3,2.0571365505191257,147
46.1,8.2,2.0569276122950817,148
45.7,7.2,2.0560629676229505,149
45.8,7.2,2.055680151557377,150
45.8,7.3,2.0542188009289615,151
46.1,7.3,2.053655620081967,152
45.7,6.6,2.0534812422677593,153
47.0,10.6,2.052775703306011,154
46.3,7.6,2.0519436882240436,155
46.9,10.2,2.050874775765027,156
45.9,6.8,2.0504504192349726,157
46.5,7.9,2.0496941892896174,158
45.9,8.1,2.047700420601093,159
46.0,7.1,2.0465868385245902,160
46.5,8.6,2.0457652058743174,161
46.2,10.7,2.045449075027322,162
46.2,7.4,2.045273092568306,163
45.7,7.3,2.0434995134972676,164
46.4,7.7,2.04345607068306,165
46.5,9.5,2.0430053842349727,166
46.8,9.9,2.0419753618032788,167
46.4,8.5,2.041059100409836,168
46.2,8.3,2.039716897349727,169
46.6,9.6,2.0376171734153004,170
46.6,8.3,2.037266351229508,171
46.4,9.6,2.037130012431694,172
45.8,8.1,2.036576081748634,173
46.5,7.8,2.0359961851092896,174
46.6,8.4,2.0359256519945355,175
46.9,10.1,2.0358934058469944,176
45.9,6.7,2.0355017384153005,177
45.7,7.5,2.0352952551639345,178
46.3,8.4,2.034893267568306,179
46.1,7.2,2.034820098497268,180
46.5,8.7,2.0347513368579238,181
45.7,7.6,2.034273861065574,182
46.1,10.5,2.0336771892076504,183
46.0,7.0,2.033569784234973,184
46.3,7.5,2.033396001830601,185
45.8,6.6,2.031933654398907,186
46.3,9.7,2.0318421983060113,187
46.1,10.4,2.0314040888797815,188
47.0,10.5,2.0306108451639346,189
46.1,10.3,2.030602303469945,190
45.7,7.4,2.0303167354918035,191
45.7,7.7,2.0298144856284153,192
46.2,10.2,2.0291413215027325,193
46.5,8.8,2.028064504153005,194
46.6,8.2,2.02769995215847,195
46.1,10.6,2.026218771775956,196
46.0,6.9,2.0261579615300547,197
46.4,7.6,2.0251256552459016,198
